Celebrity,Professional,Dance,Song,Series,Week,Order,Craig,Arlene,Len,Bruno,Alesha,Darcey,Jennifer,Donny,Total
Natasha Kaplinsky,Brendan Cole,Cha-cha-cha,Chain Of Fools,1,1,1,5,7,8,7,0,0,0,0,27
Lesley Garrett,Anton du Beke,Waltz,He Was Beautiful,1,1,2,6,8,8,7,0,0,0,0,29
Chris Parker,Hanna Karttunen,Cha-cha-cha,Lady Marmalade,1,1,3,4,4,7,4,0,0,0,0,19
Jason Wood,Kylie Jones,Waltz,Three Times A Lady,1,1,4,5,5,6,5,0,0,0,0,21
Verona Joseph,Paul Killick,Cha-cha-cha,R.E.S.P.E.C.T,1,1,5,7,6,7,7,0,0,0,0,27
Claire Sweeney,John Byrness,Waltz,Unchained Melody,1,1,6,7,7,8,5,0,0,0,0,27
David Dickinson,Camilla Dallerup,Cha-cha-cha,Sex Bomb,1,1,7,2,4,6,4,0,0,0,0,16
Martin Offiah,Erin Boag,Waltz,Come Away With Me,1,1,8,5,6,7,7,0,0,0,0,25
Natasha Kaplinsky,Brendan Cole,Quickstep,The Lady Is A Tramp,1,2,1,7,8,8,8,0,0,0,0,31
Martin Offiah,Erin Boag,Rumba,Hero,1,2,2,3,5,7,6,0,0,0,0,21
Chris Parker,Hanna Karttunen,Quickstep,You're The One That I Want,1,2,3,5,6,6,6,0,0,0,0,23
Claire Sweeney,John Byrness,Rumba,Angels,1,2,4,6,6,7,7,0,0,0,0,26
Verona Joseph,Paul Killick,Quickstep,If My Friends Could See Me Now,1,2,5,6,6,6,6,0,0,0,0,24
Jason Wood,Kylie Jones,Rumba,Leave Right Now,1,2,6,2,5,7,5,0,0,0,0,19
David Dickinson,Camilla Dallerup,Quickstep,Let's Face The Music And Dance,1,2,7,3,6,6,6,0,0,0,0,21
Lesley Garrett,Anton du Beke,Rumba,You'll Never Find Another Love Like Mine,1,2,8,6,7,7,7,0,0,0,0,27
Verona Joseph,Paul Killick,Jive,Proud Mary,1,3,1,6,6,6,6,0,0,0,0,24
Lesley Garrett,Anton du Beke,Tango,Sensation,1,3,2,7,8,7,7,0,0,0,0,29
Martin Offiah,Erin Boag,Jive,Great Balls Of Fire,1,3,3,5,5,5,6,0,0,0,0,21
David Dickinson,Camilla Dallerup,Tango,La Cumparsita,1,3,4,4,6,5,5,0,0,0,0,20
Chris Parker,Hanna Karttunen,Jive,Do You Love Me?,1,3,5,5,4,5,5,0,0,0,0,19
Claire Sweeney,John Byrness,Tango,Roxanne,1,3,6,8,9,9,8,0,0,0,0,34
Natasha Kaplinsky,Brendan Cole,Jive,"Jump, Jive And Wail",1,3,7,7,7,5,7,0,0,0,0,26
Claire Sweeney,John Byrness,Paso doble,Espana Cani,1,4,1,8,8,7,8,0,0,0,0,31
Chris Parker,Hanna Karttunen,Foxtrot,Flying Without Wings,1,4,2,6,7,8,7,0,0,0,0,28
Verona Joseph,Paul Killick,Paso doble,Bolero,1,4,3,5,6,6,7,0,0,0,0,24
Natasha Kaplinsky,Brendan Cole,Foxtrot,Girl From Ipanema,1,4,4,8,9,9,9,0,0,0,0,35
Lesley Garrett,Anton du Beke,Paso doble,Scott & Fran's Paso Doble,1,4,5,7,7,8,8,0,0,0,0,30
Martin Offiah,Erin Boag,Foxtrot,Let's Do It (Let's Fall In Love),1,4,6,6,5,7,6,0,0,0,0,24
Lesley Garrett,Anton du Beke,Samba,Mas Que Nada,1,5,1,7,6,7,7,0,0,0,0,27
Martin Offiah,Erin Boag,Samba,Crickets Sing For Ana Maria,1,5,2,5,5,6,6,0,0,0,0,22
Chris Parker,Hanna Karttunen,Samba,Soul Bossa Nova,1,5,3,3,4,4,4,0,0,0,0,15
Claire Sweeney,John Byrness,Samba,Shake Your Bon-Bon,1,5,4,8,8,8,8,0,0,0,0,32
Natasha Kaplinsky,Brendan Cole,Samba,Love Is In The Air,1,5,5,9,10,9,9,0,0,0,0,37
Martin Offiah,Erin Boag,Quickstep,It Don't Mean A Thing If You Ain't Got That Swing,1,6,1,5,6,6,7,0,0,0,0,24
Natasha Kaplinsky,Brendan Cole,Tango,Libertango,1,6,2,8,7,8,8,0,0,0,0,31
Chris Parker,Hanna Karttunen,Waltz,I Have Nothing,1,6,3,5,6,5,6,0,0,0,0,22
Lesley Garrett,Anton du Beke,Foxtrot,I've Got You Under My Skin,1,6,4,8,8,9,9,0,0,0,0,34
Martin Offiah,Erin Boag,Cha-cha-cha,Smooth,1,6,5,6,6,6,6,0,0,0,0,24
Natasha Kaplinsky,Brendan Cole,Rumba,Endless Love,1,6,6,9,9,9,9,0,0,0,0,36
Chris Parker,Hanna Karttunen,Paso doble,Bamboleo,1,6,7,3,4,5,3,0,0,0,0,15
Lesley Garrett,Anton du Beke,Cha-cha-cha,Spinning Around,1,6,8,6,6,7,7,0,0,0,0,26
Lesley Garrett,Anton du Beke,Quickstep,That Old Black Magic,1,7,1,8,8,8,9,0,0,0,0,33
Natasha Kaplinsky,Brendan Cole,Waltz,With You I'm Born Again,1,7,2,9,9,9,9,0,0,0,0,36
Chris Parker,Hanna Karttunen,Tango,Toxic,1,7,3,2,6,7,6,0,0,0,0,21
Lesley Garrett,Anton du Beke,Jive,My Baby Just Cares For Me,1,7,4,7,7,8,7,0,0,0,0,29
Natasha Kaplinsky,Brendan Cole,Paso doble,O Fortuna,1,7,5,8,9,9,9,0,0,0,0,35
Chris Parker,Hanna Karttunen,Rumba,Careless Whisper,1,7,6,2,4,5,5,0,0,0,0,16
Natasha Kaplinsky,Brendan Cole,Quickstep,The Lady Is A Tramp,1,8,1,9,9,9,9,0,0,0,0,36
Chris Parker,Hanna Karttunen,Waltz,I Have Nothing,1,8,2,6,5,6,7,0,0,0,0,24
Natasha Kaplinsky,Brendan Cole,Samba,Love Is In The Air,1,8,3,7,7,9,8,0,0,0,0,31
Chris Parker,Hanna Karttunen,Jive,Do You Love Me?,1,8,4,3,3,7,4,0,0,0,0,17
Natasha Kaplinsky,Brendan Cole,Show dance,(I've Had) The Time Of My Life,1,8,5,8,9,9,9,0,0,0,0,35
Chris Parker,Hanna Karttunen,Show dance,Fame!,1,8,6,4,6,7,5,0,0,0,0,22
Julian Clary,Erin Boag,Cha-cha-cha,I'm Outta Love,2,1,1,4,4,5,6,0,0,0,0,19
Carol Vorderman,Paul Killick,Waltz,Abergavenny,2,1,2,5,6,5,6,0,0,0,0,22
Diarmuid Gavin,Nicole Cutler,Cha-cha-cha,September,2,1,3,2,2,4,4,0,0,0,0,12
Esther Rantzen,Anton du Beke,Waltz,Moon River,2,1,4,5,6,6,7,0,0,0,0,24
Quentin Willson,Hazel Newberry,Cha-cha-cha,Pink Cadillac,2,1,5,1,1,3,3,0,0,0,0,8
Sarah Manners,Brendan Cole,Waltz,I Wonder Why,2,1,6,6,7,7,8,0,0,0,0,28
Roger Black,Camilla Dallerup,Cha-cha-cha,Get The Party Started,2,1,7,6,6,7,6,0,0,0,0,25
Denise Lewis,Ian Waite,Waltz,True Love,2,1,8,7,8,8,8,0,0,0,0,31
Aled Jones,Lilia Kopylova,Cha-cha-cha,She Bangs,2,1,9,7,7,8,7,0,0,0,0,29
Jill Halfpenny,Darren Bennett,Waltz,Weekend In New England,2,1,10,7,7,6,7,0,0,0,0,27
Jill Halfpenny,Darren Bennett,Rumba,Lady In Red,2,2,1,8,8,8,8,0,0,0,0,32
Aled Jones,Lilia Kopylova,Quickstep,Cabaret,2,2,2,7,6,7,7,0,0,0,0,27
Sarah Manners,Brendan Cole,Rumba,I Don't Want To Miss A Thing,2,2,3,5,6,6,6,0,0,0,0,23
Roger Black,Camilla Dallerup,Quickstep,Mack The Knife,2,2,4,5,5,6,6,0,0,0,0,22
Esther Rantzen,Anton du Beke,Rumba,The Look Of Love,2,2,5,2,4,5,5,0,0,0,0,16
Diarmuid Gavin,Nicole Cutler,Quickstep,I'll Be There For You,2,2,6,2,3,4,3,0,0,0,0,12
Carol Vorderman,Paul Killick,Rumba,Truly,2,2,7,5,4,5,6,0,0,0,0,20
Julian Clary,Erin Boag,Quickstep,Sparkling Diamonds,2,2,8,6,7,7,7,0,0,0,0,27
Denise Lewis,Ian Waite,Rumba,My Heart Will Go On,2,2,9,8,8,8,8,0,0,0,0,32
Roger Black,Camilla Dallerup,Jive,Teenage Wedding,2,3,1,6,6,7,6,0,0,0,0,25
Julian Clary,Erin Boag,Tango,El Tango de Roxanne,2,3,2,6,7,7,7,0,0,0,0,27
Jill Halfpenny,Darren Bennett,Jive,I'm Still Standing,2,3,3,8,9,9,9,0,0,0,0,35
Esther Rantzen,Anton du Beke,Tango,One Way Or Another,2,3,4,2,4,5,5,0,0,0,0,16
Denise Lewis,Ian Waite,Jive,Some Girls,2,3,5,6,6,6,7,0,0,0,0,25
Diarmuid Gavin,Nicole Cutler,Tango,Por Una Cabeza,2,3,6,2,3,5,4,0,0,0,0,14
Aled Jones,Lilia Kopylova,Jive,Crazy Little Thing Called Love,2,3,7,8,8,8,8,0,0,0,0,32
Sarah Manners,Brendan Cole,Tango,Hernando's Hideaway,2,3,8,7,8,8,8,0,0,0,0,31
Denise Lewis,Ian Waite,Foxtrot,Let There Be Love,2,4,1,7,7,8,8,0,0,0,0,30
Sarah Manners,Brendan Cole,Paso doble,Bring Me To Life,2,4,2,8,7,6,8,0,0,0,0,29
Aled Jones,Lilia Kopylova,Foxtrot,It Ain't What You Do,2,4,3,7,6,6,6,0,0,0,0,25
Julian Clary,Erin Boag,Paso doble,Entry Of The Toreodors,2,4,4,4,5,6,5,0,0,0,0,20
Roger Black,Camilla Dallerup,Foxtrot,Why Don't You Do Right?,2,4,5,6,8,8,7,0,0,0,0,29
Diarmuid Gavin,Nicole Cutler,Paso doble,L'Amour Est Un Oiseau Rouge,2,4,6,3,4,5,5,0,0,0,0,17
Jill Halfpenny,Darren Bennett,Foxtrot,All That Jazz,2,4,7,8,9,9,8,0,0,0,0,34
Sarah Manners,Brendan Cole,Samba,Kiss Kiss,2,5,1,5,6,6,6,0,0,0,0,23
Julian Clary,Erin Boag,Samba,Conga,2,5,2,5,5,7,7,0,0,0,0,24
Denise Lewis,Ian Waite,Samba,Tequila,2,5,3,7,8,8,9,0,0,0,0,32
Roger Black,Camilla Dallerup,Samba,"Whenever, Wherever",2,5,4,4,5,7,7,0,0,0,0,23
Jill Halfpenny,Darren Bennett,Samba,Copacabana,2,5,5,8,9,9,9,0,0,0,0,35
Aled Jones,Lilia Kopylova,Samba,It's Not Unusual,2,5,6,6,8,8,8,0,0,0,0,30
Roger Black,Camilla Dallerup,Waltz,She's The One,2,6,1,5,5,6,6,0,0,0,0,22
Jill Halfpenny,Darren Bennett,Quickstep,Get Happy,2,6,2,8,8,8,8,0,0,0,0,32
Julian Clary,Erin Boag,Waltz,You Light Up My Life,2,6,3,7,7,7,7,0,0,0,0,28
Denise Lewis,Ian Waite,Quickstep,"Sing, Sing, Sing",2,6,4,7,9,9,9,0,0,0,0,34
Aled Jones,Lilia Kopylova,Waltz,Love Ain't Here Anymore,2,6,5,7,7,7,8,0,0,0,0,29
Roger Black,Camilla Dallerup,Rumba,We've Got Tonight,2,6,6,3,4,6,6,0,0,0,0,19
Jill Halfpenny,Darren Bennett,Cha-cha-cha,She's A Lady,2,6,7,9,9,9,9,0,0,0,0,36
Julian Clary,Erin Boag,Rumba,You're Still The One,2,6,8,6,7,7,7,0,0,0,0,27
Denise Lewis,Ian Waite,Cha-cha-cha,Uptown Girl,2,6,9,8,8,8,9,0,0,0,0,33
Aled Jones,Lilia Kopylova,Rumba,When You Say Nothing At All,2,6,10,5,6,8,8,0,0,0,0,27
Aled Jones,Lilia Kopylova,Tango,Cell Block Tango (He Had It Comin'),2,7,1,6,7,7,7,0,0,0,0,27
Jill Halfpenny,Darren Bennett,Tango,Objection Tango,2,7,2,7,8,7,7,0,0,0,0,29
Julian Clary,Erin Boag,Foxtrot,Fever,2,7,3,5,5,8,6,0,0,0,0,24
Denise Lewis,Ian Waite,Tango,Goldfinger,2,7,4,8,9,9,9,0,0,0,0,35
Aled Jones,Lilia Kopylova,Paso doble,Malaguena,2,7,5,7,7,8,8,0,0,0,0,30
Jill Halfpenny,Darren Bennett,Paso doble,Espana Cani,2,7,6,9,10,9,9,0,0,0,0,37
Julian Clary,Erin Boag,Jive,Wake Me Up Before You Go Go,2,7,7,4,3,7,7,0,0,0,0,21
Denise Lewis,Ian Waite,Paso doble,Don't Cry For Me Argentina,2,7,8,9,9,9,9,0,0,0,0,36
Denise Lewis,Ian Waite,Quickstep,"Sing, Sing, Sing",2,8,1,9,10,9,10,0,0,0,0,38
Jill Halfpenny,Darren Bennett,Foxtrot,All That Jazz,2,8,2,9,8,9,8,0,0,0,0,34
Julian Clary,Erin Boag,Quickstep,Sparkling Diamonds,2,8,3,7,7,8,7,0,0,0,0,29
Denise Lewis,Ian Waite,Samba,Tequila,2,8,4,8,8,8,9,0,0,0,0,33
Jill Halfpenny,Darren Bennett,Jive,I'm Still Standing,2,8,5,10,10,10,10,0,0,0,0,40
Julian Clary,Erin Boag,Samba,Conga,2,8,6,5,5,7,6,0,0,0,0,23
Julian Clary,Erin Boag,Show dance,Take My Breath Away,2,8,7,0,0,0,0,0,0,0,0,0
Denise Lewis,Ian Waite,Show dance,I Wanna Dance With Somebody,2,8,8,0,0,0,0,0,0,0,0,0
Jill Halfpenny,Darren Bennett,Show dance,Can't Take My Eyes Off You,2,8,9,0,0,0,0,0,0,0,0,0
Darren Gough,Lilia Kopylova,Cha-cha-cha,Hot Stuff,3,1,1,3,4,6,6,0,0,0,0,19
Patsy Palmer,Anton du Beke,Waltz,Fly Me To The Moon,3,1,2,3,4,6,6,0,0,0,0,19
Colin Jackson,Erin Boag,Cha-cha-cha,Save The Last Dance For Me,3,1,3,8,8,8,8,0,0,0,0,32
Siobhan Hayes,Matthew Cutler,Waltz,When The Girl In Your Arms Is The Girl In Your Heart,3,1,4,2,4,5,4,0,0,0,0,15
James Martin,Camilla Dallerup,Cha-cha-cha,Something Got Me Started,3,1,5,4,5,6,7,0,0,0,0,22
Gloria Hunniford,Darren Bennett,Waltz,Lady,3,1,6,4,5,7,6,0,0,0,0,22
Will Thorp,Hanna Haarala,Cha-cha-cha,Crazy Chick,3,1,7,3,3,7,5,0,0,0,0,18
Jaye Jacobs,Andrew Cuerden,Waltz,When I Need You,3,1,8,6,5,7,7,0,0,0,0,25
Bill Turnbull,Karen Hardy,Cha-cha-cha,Love Potion Number Nine,3,1,9,7,7,8,7,0,0,0,0,29
Fiona Phillips,Brendan Cole,Waltz,Sam,3,1,10,2,2,4,3,0,0,0,0,11
Dennis Taylor,Izabela Hannah,Cha-cha-cha,Music,3,1,11,5,5,5,5,0,0,0,0,20
Zoë Ball,Ian Waite,Waltz,Take It To The Limit,3,1,12,8,9,9,9,0,0,0,0,35
James Martin,Camilla Dallerup,Quickstep,Luck Be A Lady,3,2,1,6,7,8,8,0,0,0,0,29
Jaye Jacobs,Andrew Cuerden,Rumba,How Could An Angel Break My Heart,3,2,2,4,4,7,6,0,0,0,0,21
Dennis Taylor,Izabela Hannah,Quickstep,I'm So Excited,3,2,3,4,5,5,4,0,0,0,0,18
Patsy Palmer,Anton du Beke,Rumba,She,3,2,4,6,6,7,7,0,0,0,0,26
Darren Gough,Lilia Kopylova,Quickstep,Let Me Entertain You,3,2,5,7,7,8,8,0,0,0,0,30
Zoë Ball,Ian Waite,Rumba,One Moment In Time,3,2,6,7,8,8,9,0,0,0,0,32
Will Thorp,Hanna Haarala,Quickstep,You Can't Hurry Love,3,2,7,7,7,8,7,0,0,0,0,29
Gloria Hunniford,Darren Bennett,Rumba,Holding Back The Years,3,2,8,2,4,5,6,0,0,0,0,17
Bill Turnbull,Karen Hardy,Quickstep,Do Your Thing,3,2,9,5,6,6,6,0,0,0,0,23
Fiona Phillips,Brendan Cole,Rumba,Almost Here,3,2,10,1,2,6,4,0,0,0,0,13
Colin Jackson,Erin Boag,Quickstep,Nice Work If You Can Get It,3,2,11,9,9,9,9,0,0,0,0,36
Zoë Ball,Ian Waite,Jive,Part Time Lover,3,3,1,7,6,8,8,0,0,0,0,29
Bill Turnbull,Karen Hardy,Tango,"Perhaps, Perhaps, Perhaps",3,3,2,4,5,6,5,0,0,0,0,20
Dennis Taylor,Izabela Hannah,Jive,Jailhouse Rock,3,3,3,4,6,6,6,0,0,0,0,22
Patsy Palmer,Anton du Beke,Tango,Una M�sica Brutal,3,3,4,8,8,9,9,0,0,0,0,34
Will Thorp,Hanna Haarala,Jive,Man I Feel Like A Woman,3,3,5,6,5,7,7,0,0,0,0,25
Colin Jackson,Erin Boag,Tango,Ride It,3,3,6,7,5,7,7,0,0,0,0,26
Gloria Hunniford,Darren Bennett,Jive,Build Me Up Buttercup,3,3,7,3,4,6,6,0,0,0,0,19
James Martin,Camilla Dallerup,Tango,Mein Herr,3,3,8,6,7,8,7,0,0,0,0,28
Fiona Phillips,Brendan Cole,Jive,Hit The Road Jack,3,3,9,2,4,5,5,0,0,0,0,16
Darren Gough,Lilia Kopylova,Tango,From Russia With Love,3,3,10,8,9,8,8,0,0,0,0,33
Colin Jackson,Erin Boag,Paso doble,Thriller,3,4,1,8,7,8,8,0,0,0,0,31
Zoë Ball,Ian Waite,Foxtrot,Isn't She Lovely,3,4,2,9,9,9,9,0,0,0,0,36
Dennis Taylor,Izabela Hannah,Paso doble,Eye Of The Tiger,3,4,3,2,3,5,5,0,0,0,0,15
Will Thorp,Hanna Haarala,Foxtrot,Dream A Little Dream Of Me,3,4,4,8,8,9,9,0,0,0,0,34
James Martin,Camilla Dallerup,Paso doble,Montagues and Capulets,3,4,5,7,8,7,7,0,0,0,0,29
Fiona Phillips,Brendan Cole,Foxtrot,Ain't That A Kick In The Head,3,4,6,3,5,6,6,0,0,0,0,20
Bill Turnbull,Karen Hardy,Paso doble,Carnival De Paris,3,4,7,5,6,7,7,0,0,0,0,25
Patsy Palmer,Anton du Beke,Foxtrot,You're Nobody Till Somebody Loves You,3,4,8,7,8,8,8,0,0,0,0,31
Darren Gough,Lilia Kopylova,Paso doble,Don't Let Me Be Misunderstood,3,4,9,8,9,9,8,0,0,0,0,34
Darren Gough,Lilia Kopylova,Viennese Waltz,End Of The Road,3,5,1,6,7,8,7,0,0,0,0,28
Dennis Taylor,Izabela Hannah,Samba,La Bamba,3,5,2,5,5,6,7,0,0,0,0,23
Will Thorp,Hanna Haarala,Viennese Waltz,Somebody To Love,3,5,3,4,6,6,7,0,0,0,0,23
Colin Jackson,Erin Boag,Samba,Naughty Girl,3,5,4,8,8,8,8,0,0,0,0,32
Bill Turnbull,Karen Hardy,Viennese Waltz,Golden Brown,3,5,5,6,7,7,7,0,0,0,0,27
Patsy Palmer,Anton du Beke,Samba,Go Back To My Roots,3,5,6,6,6,7,7,0,0,0,0,26
James Martin,Camilla Dallerup,Viennese Waltz,Mr Bojangles,3,5,7,5,8,8,8,0,0,0,0,29
Zoë Ball,Ian Waite,Samba,Aquarius,3,5,8,8,9,9,9,0,0,0,0,35
James Martin,Camilla Dallerup,Jive,Why Do Fools Fall In Love,3,6,1,5,4,6,5,0,0,0,0,20
Zoë Ball,Ian Waite,Quickstep,Almost Like Being In Love,3,6,2,8,9,9,10,0,0,0,0,36
Bill Turnbull,Karen Hardy,Rumba,Ain't No Sunshine,3,6,3,2,5,6,4,0,0,0,0,17
Will Thorp,Hanna Haarala,Tango,Pretty Woman,3,6,4,6,6,9,7,0,0,0,0,28
Patsy Palmer,Anton du Beke,Quickstep,Lover Come Back To Me,3,6,5,7,8,8,8,0,0,0,0,31
Darren Gough,Lilia Kopylova,Jive,Everybody Needs Somebody,3,6,6,7,7,8,8,0,0,0,0,30
Colin Jackson,Erin Boag,Foxtrot,"New York, New York",3,6,7,8,8,8,8,0,0,0,0,32
Bill Turnbull,Karen Hardy,Waltz,What The World Needs Now,3,7,1,6,6,7,6,0,0,0,0,25
Patsy Palmer,Anton du Beke,Cha-cha-cha,A Little Less Conversation,3,7,2,6,4,7,7,0,0,0,0,24
Colin Jackson,Erin Boag,Viennese Waltz,Stop,3,7,3,9,9,8,8,0,0,0,0,34
Zoë Ball,Ian Waite,Tango,Argentino,3,7,4,9,10,9,10,0,0,0,0,38
Darren Gough,Lilia Kopylova,Foxtrot,Big Spender,3,7,5,8,8,9,9,0,0,0,0,34
James Martin,Camilla Dallerup,Waltz,Together Again,3,7,6,7,8,9,8,0,0,0,0,32
Colin Jackson,Erin Boag,Rumba,You're Beautiful,3,8,1,9,9,9,9,0,0,0,0,36
James Martin,Camilla Dallerup,Samba,All Night Long,3,8,2,4,5,6,5,0,0,0,0,20
Patsy Palmer,Anton du Beke,Jive,Two Hearts,3,8,3,6,6,7,8,0,0,0,0,27
Darren Gough,Lilia Kopylova,Rumba,Beautiful,3,8,4,8,7,8,7,0,0,0,0,30
Zoë Ball,Ian Waite,Cha-cha-cha,Ain't No Stopping Us Now,3,8,5,8,7,8,9,0,0,0,0,32
Colin Jackson,Erin Boag,American Smooth,Me And My Shadow,3,8,6,9,10,9,9,0,0,0,0,37
James Martin,Camilla Dallerup,American Smooth,Call Me Irresponsible,3,8,7,7,7,7,7,0,0,0,0,28
Patsy Palmer,Anton du Beke,American Smooth,It Had To Be You,3,8,8,7,8,8,8,0,0,0,0,31
Darren Gough,Lilia Kopylova,American Smooth,(I Get The) Sweetest Feeling,3,8,9,8,8,8,8,0,0,0,0,32
Zoë Ball,Ian Waite,American Smooth,Passing Strangers,3,8,10,9,9,9,9,0,0,0,0,36
Darren Gough,Lilia Kopylova,Waltz,Your Song,3,9,1,9,9,9,8,0,0,0,0,35
Zoë Ball,Ian Waite,Viennese Waltz,Always And Forever,3,9,2,9,9,9,9,0,0,0,0,36
James Martin,Camilla Dallerup,Foxtrot,Beyond The Sea,3,9,3,8,8,9,8,0,0,0,0,33
Colin Jackson,Erin Boag,Waltz,I Will Always Love You,3,9,4,9,9,10,9,0,0,0,0,37
Darren Gough,Lilia Kopylova,Samba,You To Me Are Everything,3,9,5,6,7,9,7,0,0,0,0,29
Zoë Ball,Ian Waite,Paso doble,Manolita,3,9,6,8,8,8,9,0,0,0,0,33
James Martin,Camilla Dallerup,Rumba,Home,3,9,7,4,6,7,5,0,0,0,0,22
Colin Jackson,Erin Boag,Jive,Footloose,3,9,8,7,7,8,8,0,0,0,0,30
Colin Jackson,Erin Boag,Quickstep,Nice Work If You Can Get It,3,10,1,9,10,10,10,0,0,0,0,39
Darren Gough,Lilia Kopylova,Foxtrot,Big Spender,3,10,2,8,9,10,9,0,0,0,0,36
Zoë Ball,Ian Waite,Tango,Argentino,3,10,3,9,10,9,10,0,0,0,0,38
Colin Jackson,Erin Boag,Rumba,You're Beautiful,3,10,4,9,9,9,9,0,0,0,0,36
Darren Gough,Lilia Kopylova,Paso doble,Don't Let Me Be Misunderstood,3,10,5,9,9,9,9,0,0,0,0,36
Zoë Ball,Ian Waite,Samba,Aquarius,3,10,6,9,9,10,10,0,0,0,0,38
Zoë Ball,Ian Waite,Show dance,America,3,10,7,0,0,0,0,0,0,0,0,0
Colin Jackson,Erin Boag,Show dance,You're Easy To Dance With,3,10,8,0,0,0,0,0,0,0,0,0
Darren Gough,Lilia Kopylova,Show dance,A Night To Remember,3,10,9,0,0,0,0,0,0,0,0,0
Matt Dawson,Lilia Kopylova,Cha-cha-cha,I Can't Get No Satisfaction,4,1,1,2,5,6,6,0,0,0,0,19
Nicholas Owen,Nicole Cutler,Waltz,(You Make Me Feel Like) A Natural Woman,4,1,2,2,2,5,5,0,0,0,0,14
Ray Fearon,Camilla Dallerup,Cha-cha-cha,Can You Feel It,4,1,3,6,6,7,8,0,0,0,0,27
Peter Schmeichel,Erin Boag,Waltz,The Greatest Love Of All,4,1,4,6,5,7,7,0,0,0,0,25
DJ Spoony,Ola Jordan,Cha-cha-cha,Kiss,4,1,5,5,7,8,7,0,0,0,0,27
Jimmy Tarbuck,Flavia Cacace,Waltz,See The Day,4,1,6,3,4,5,5,0,0,0,0,17
Mark Ramprakash,Karen Hardy,Cha-cha-cha,Let's Get Loud,4,1,7,7,7,7,6,0,0,0,0,27
Carol Smilie,Matthew Cutler,Quickstep,Nine To Five,4,2,1,7,5,6,7,0,0,0,0,25
Mica Paris,Ian Waite,Rumba,Give Me Something,4,2,2,3,5,6,6,0,0,0,0,20
Louisa Lytton,Vincent Simone,Quickstep,Don't Get Me Wrong,4,2,3,7,8,6,7,0,0,0,0,28
Georgina Bouzova,James Jordan,Rumba,Let's Get It On,4,2,4,3,2,5,4,0,0,0,0,14
Jan Ravens,Anton du Beke,Quickstep,When You're Smiling,4,2,5,6,6,6,6,0,0,0,0,24
Claire King,Brendan Cole,Rumba,Show Me Heaven,4,2,6,7,4,4,6,0,0,0,0,21
Emma Bunton,Darren Bennett,Quickstep,I Got Rhythm,4,2,7,8,8,8,9,0,0,0,0,33
Ray Fearon,Camilla Dallerup,Tango,"Money, Money, Money",4,3,1,7,6,8,8,0,0,0,0,29
Carol Smilie,Matthew Cutler,Jive,Hanky Panky,4,3,2,6,7,7,7,0,0,0,0,27
Matt Dawson,Lilia Kopylova,Tango,Stand By Me,4,3,3,8,7,7,8,0,0,0,0,30
Georgina Bouzova,James Jordan,Jive,Burning Love,4,3,4,3,3,6,6,0,0,0,0,18
DJ Spoony,Ola Jordan,Tango,Tango D'Amour,4,3,5,6,7,7,7,0,0,0,0,27
Claire King,Brendan Cole,Jive,Nutbush City Limits,4,3,6,4,6,6,6,0,0,0,0,22
Jan Ravens,Anton du Beke,Jive,Do You Wanna Dance?,4,3,7,3,4,6,5,0,0,0,0,18
Mark Ramprakash,Karen Hardy,Tango,Eleanor Rigby,4,3,8,7,8,8,9,0,0,0,0,32
Emma Bunton,Darren Bennett,Jive,Edge Of Heaven,4,3,9,8,8,8,9,0,0,0,0,33
Peter Schmeichel,Erin Boag,Tango,Tango Notturno,4,3,10,6,8,9,8,0,0,0,0,31
Louisa Lytton,Vincent Simone,Jive,Smiley Faces,4,3,11,8,9,9,10,0,0,0,0,36
Emma Bunton,Darren Bennett,Foxtrot,One,4,4,1,8,7,7,8,0,0,0,0,30
Matt Dawson,Lilia Kopylova,Paso doble,I Would Do Anything For Love (But I Won't Do That),4,4,2,7,7,7,7,0,0,0,0,28
Jan Ravens,Anton du Beke,Foxtrot,Night And Day,4,4,3,5,5,7,7,0,0,0,0,24
Mark Ramprakash,Karen Hardy,Paso doble,Scott & Fran's Paso Doble,4,4,4,8,9,9,9,0,0,0,0,35
Carol Smilie,Matthew Cutler,Foxtrot,Stuck On You,4,4,5,6,7,8,8,0,0,0,0,29
Georgina Bouzova,James Jordan,Foxtrot,Have You Met Miss Jones?,4,4,6,5,6,8,7,0,0,0,0,26
Peter Schmeichel,Erin Boag,Paso doble,Theme From Mission Impossible,4,4,7,2,5,6,6,0,0,0,0,19
Louisa Lytton,Vincent Simone,Foxtrot,Take Another Piece Of My Heart,4,4,8,7,5,6,8,0,0,0,0,26
Ray Fearon,Camilla Dallerup,Paso doble,It's My Life,4,4,9,7,8,7,8,0,0,0,0,30
Claire King,Brendan Cole,Foxtrot,Sweet Caroline,4,4,10,7,4,6,7,0,0,0,0,24
Louisa Lytton,Vincent Simone,Salsa,Bailamos,4,5,1,6,8,7,8,0,0,0,0,29
Jan Ravens,Anton du Beke,Viennese Waltz,Iris,4,5,2,5,6,7,7,0,0,0,0,25
Matt Dawson,Lilia Kopylova,Salsa,Perfect Love,4,5,3,5,6,7,7,0,0,0,0,25
Ray Fearon,Camilla Dallerup,Viennese Waltz,I'll Make Love To You,4,5,4,8,9,9,9,0,0,0,0,35
Claire King,Brendan Cole,Salsa,Senorita,4,5,5,4,5,6,6,0,0,0,0,21
